rank,name,mean
species,Rhizobium sp. WW22,3
species,Azonexus sp. IMCC34839,3
species,Longispora sp. K20-0274,4
species,Thalassospira sp. MIT1370,4
species,Marinobacter sp. MIT1358,3
species,Marinobacter sp. MIT930201,3
species,Marinobacter sp. MIT932201,3
species,Thalassobius sp. MITS945101,4
species,Maricaulis sp. MIT060901,2
species,Shimia sp. MIT1388,4
species,Marinobacter sp. MIT1392,3
species,Marinobacter sp. MIT0238,3
species,Thalassospira sp. MIT121401,4
species,Shimia sp. MIT910701,4
species,Winogradskyella sp. MIT101101,2
species,Candidatus Carsonella ruddii (Anomoneura mori),1
species,Enterobacterales bacterium endosymbiont of Anomoneura mori,1
species,Alteromonas sp. D210916BOD_24,4
species,Krasilnikovia sp. MM14-A1004,3
species,Minisyncoccus archaeophilus,1
species,Arcobacter sp. 15-2,6
species,Rodentibacter sp. THUN1654,6
species,Rodentibacter sp. THUN1656,6
species,Rodentibacter sp. THUN1657,6
species,Pseudomonas sp. DL,4
species,Streptomyces sp. Inha503,6
species,Streptomyces sp. CY1,6
species,Pontimicrobium sp. IMCC45349,2
species,Pediococcus siamensis,4
species,Chryseobacterium sp. PMSZPI,6
species,Ectothiorhodospira shaposhnikovii,3
species,Sphingomonas carotinifaciens,4
species,Pseudomonas sp. YJ42,4
species,Anabaena azotica,4
species,Capilliphycus salinus,2
species,Sinomonas flava,4
species,Erwinia sp. LJJL01,7
species,Glutamicibacter sp. FR1,6
species,Sulfuriferula sp. GW1,2
species,Acinetobacter sp. A7.4,7
species,Crateriforma spongiae,1
species,Pseudoalteromonas sp. KJ71-7,8
species,Vibrio sp. MA40-2,8
species,Bdellovibrio sp. HCB185ZH,2
species,Bdellovibrio sp. HCB337,1
species,Prochlorococcus sp. Dvax-bc1017,1
species,Synechococcus sp. Cu2B8-bc1011,2
species,Prochlorococcus sp. MIT 0714,2
species,Synechococcus sp. WH 8017,2
species,Prochlorococcus sp. MIT 0718,2
species,Prochlorococcus sp. MIT 0702,2
species,Prochlorococcus sp. SS52,1
species,Prochlorococcus sp. MIT 0707,2
species,Synechococcus sp. MIT S1220,2
species,Synechococcus sp. MIT S9509,2
species,Synechococcus sp. MIT S9508,2
species,Prochlorococcus sp. MIT 1313,2
species,Prochlorococcus sp. MIT 1312,2
species,Prochlorococcus sp. MIT 0603,1
species,Prochlorococcus sp. MIT 1227,2
species,Prochlorococcus sp. MIT 1201,2
species,Prochlorococcus sp. MIT 0703,2
species,Prochlorococcus sp. MIT 0701,2
species,Prochlorococcus sp. MIT 9116,1
species,Prochlorococcus sp. MIT 9314,1
species,Synechococcus sp. MIT S9510,2
species,Synechococcus sp. MIT S9503,2
species,Synechococcus sp. MIT S9452,1
species,Prochlorococcus sp. MIT 1342,2
species,Prochlorococcus sp. MIT 1318,2
species,Prochlorococcus sp. MIT 1306,2
species,Prochlorococcus sp. MIT 9401,1
species,Prochlorococcus sp. MIT 9322,1
species,Synechococcus sp. MIT S9501,2
species,Synechococcus sp. WH 6501,2
species,Prochlorococcus sp. MIT 0602,1
species,Prochlorococcus sp. MIT 0601,1
species,Prochlorococcus sp. MIT 9311,1
species,Synechococcus sp. MIT S9507,2
species,Synechococcus sp. MIT S9451,2
species,Prochlorococcus sp. MIT 1327,2
species,Prochlorococcus sp. MIT 1323,2
species,Prochlorococcus sp. MIT 1304,1
species,Prochlorococcus sp. MIT 1205,1
species,Prochlorococcus sp. MED1,1
species,Prochlorococcus sp. MIT 9123,1
species,Prochlorococcus sp. MIT 9321,1
species,Prochlorococcus sp. MIT 0916,1
species,Prochlorococcus sp. MIT 1011,1
species,Streptomyces sp. R-74717,7
species,Bacillus sp. 3P20,14
species,Citricoccus nitrophenolicus,2
species,Halomonas cupida,4
species,Bdellovibrio sp. HCB117,2
species,Bdellovibrio sp. HCB290,2
species,Bdellovibrio sp. HCB288,2
species,Bdellovibrio sp. HCB209,2
species,Bdellovibrio sp. HCB274,2
species,Bdellovibrio sp. HCB-110,2
species,Psychromonas sp. KJ10-10,8
species,Pseudoalteromonas sp. KJ10-2,7
species,Pseudidiomarina sp. YC-516-91,1
species,Microbulbifer sp. CNSA002,5
species,Sodalis sp. RH25,7
species,Sodalis sp. RH24,7
species,Sodalis sp. RH23,7
species,Sodalis sp. RH22,7
species,Sodalis sp. RH21,7
species,Sodalis sp. RH20,7
species,Sodalis sp. RH19,7
species,Sodalis sp. RH18,7
species,Sodalis sp. RH17,7
species,Sodalis sp. RH16,7
species,Sodalis sp. RH15,8
species,Sodalis sp. RH14,7
species,Fructilactobacillus vespulae,6
species,Sodalis sp. RH13,7
species,Mucilaginibacter sp. Mucisp86,3
species,Sphingomonas sp. Sphisp66,2
species,Curtobacterium sp. Curtsp57,3
species,Luteibacter sp. Lutesp34,2
species,Pseudomonas sp. Pseusp16,8
species,Variovorax sp. Varisp41,3
species,Massilia cellulosiltytica,7
species,Rhizobium sp. Rhizsp82,4
species,Ralstonia sp. Ralssp110,3
species,Bdellovibrio sp. HCB-162,2
species,Labrys okinawensis,2
species,Pseudomonas monachiensis,7
species,Variovorax sp. SCN45,3
species,Acidithiobacillus sp. M4-SHS-6,2
species,Macrococcus sp. JEK85,5
species,Macrococcus sp. 21M1142,5
species,Macrococcus sp. 18KM444,5
species,Macrococcus sp. 18KM445,5
species,Macrococcus sp. EM39E,5
species,Macrococcus sp. 18KM245,5
species,Macrococcus sp. 18KM676,5
species,Macrococcus sp. 21KM1573,5
species,Macrococcus sp. 18KM583,5
species,Streptoverticillium reticulum,7
species,Superficieibacter sp. BNK-5,7
species,Serratia sp. BNK-10,7
species,Serratia sp. BNK-11,7
species,Serratia sp. BNK-12,7
species,Enterobacter sp. BNK-14,8
species,Pseudomonas sp. BNK-15,7
species,Enterobacter sp. BNK-18,8
species,Serratia sp. BNK-23,7
species,Erwinia sp. BNK-24-b,7
species,Serratia sp. BNK-26-a,7
species,Serratia sp. BNK-26-b,7
species,Pseudomonas sp. BNK-30,7
species,Pseudomonas sp. BNK-43-a,6
species,Pseudomonas sp. BNK-43-b,6
species,Pseudomonas sp. BNK-44-a,6
species,Pseudomonas sp. BNK-44-b,6
species,Pseudomonas sp. BNK-45,6
species,Acetobacterium carbinolicum,5
species,Acetobacterium dehalogenans,5
species,Alcanivorax sp. IL3,2
species,Alcanivorax sp. IL2,2
species,Zymobacter sp. IVIA_12111.31 C1,8
species,Alcanivorax sp. IL1,2
species,Alloalcanivorax venustensis,2
species,Zymobacter sp. IVIA_5232.4 C2,8
species,Stenotrophomonas sp. EMP41,4
species,Methanobacterium sp. ACI-7,2
species,Microvirga sp. M2,6
species,Hyphomicrobium sp. DY-1,1
species,Synechococcus sp. MIT S9504,2
species,Burkholderia sp. 22PA0106,5
species,Burkholderia sp. 22PA0099,5
species,Deinococcus sp. VB343,3
species,Acinetobacter courvalinii,6
species,Piscinibacterium candidicorallinum,1
species,Carnobacterium sp. TMP28,8
species,Rhizobium cremeum,3
species,Rhodovulum sp. YEN HP10,3
species,Afifella sp. YEN Y35,2
species,Candidatus Nanosalina sp. VS9-1,1
species,Alteromonas sp. H39,4
species,Bacillus sp. Ba 3,14
species,Leptolyngbya sp. FACHB-1624,3
species,Chryseobacterium sp. MMS23-Vi53,6
species,Halosimplex sp. TS25,2
species,Tateyamaria sp. SN3-11,1
species,Rhodococcus sp. AX7B,5
species,Sulfurimonas sp. CS5,4
species,Sulfurovum sp. CS9,3
species,Synechococcus sp. A10-1-5-9,2
species,Synechococcus sp. W4D4,3
species,Synechococcus sp. W2B2,2
species,Brevundimonas sp. S1H14,2
species,Cellulosimicrobium sp. SJTW-1,3
species,Paracoccus sp. SJTW-4,2
species,Alcaligenes sp. SJTW-7,3
species,Candidatus Pelagibacter sp. Uisw_113,1
species,Candidatus Pelagibacter sp. Uisw_090,1
species,Candidatus Pelagibacter sp. Uisw_137,1
species,Candidatus Pelagibacter sp. Uisw_134_02,1
species,Candidatus Pelagibacter sp. Uisw_136,1
species,Candidatus Pelagibacter sp. Uisw_130,1
species,Candidatus Pelagibacter sp. Uisw_127,1
species,Candidatus Pelagibacter sp. Uisw_121,1
species,Candidatus Pelagibacter sp. Uisw_116,1
species,Candidatus Pelagibacter sp. Uisw_106,1
species,Candidatus Pelagibacter sp. Uisw_104,1
species,Candidatus Pelagibacter sp. Uisw_101,1
species,Candidatus Pelagibacter sp. Uisw_099_02,1
species,Candidatus Pelagibacter sp. Uisw_094,1
species,Candidatus Pelagibacter sp. Uisw_092,1
species,Porticoccus sp. Uisw_050_02,1
species,Halioglobus sp. Uisw_031,2
species,Patiriisocius sp. Uisw_047,3
species,Patiriisocius sp. Uisw_017,2
species,Aquiluna sp. Uisw_065,1
species,Pseudomonas sp. ZB1P45,7
species,Pseudomonas sp. LT1P18,7
species,Pseudomonas sp. LB3P38,7
species,Tateyamaria sp. SN6-1,1
species,Methylomonas sp. TEB,3
species,Oleiharenicola sp. Vm1,1
species,Neptuniibacter sp. SY11_33,6
species,Neptuniibacter sp. PT34_22,5
species,Neptuniibacter sp. PT8_73,5
species,Neptuniibacter sp. QD34_54,6
species,Neptuniibacter sp. QD72_48,6
species,Neptuniibacter sp. QD57_21,6
species,Neptuniibacter sp. QD37_6,6
species,Neptuniibacter sp. QD48_11,6
species,Neptuniibacter sp. QD37_11,6
species,Neptuniibacter sp. QD48_55,6
species,Neptuniibacter sp. QD29_5,6
species,Rhizobium sp. ZK1,3
species,Rhodococcus indonesiensis,4
species,Halomonas sp. HK25,4
species,Salipaludibacillus sp. HK11,8
species,Planococcus koreensis,9
species,Acinetobacter sp. SEK541,6
species,Nitrobacter sp. TKz-YC01,1
species,Neisseria sp. CCUG12390,4
species,Bergeriella denitrificans,4
species,Neisseria sp. CCUG17229,4
species,Clostridium sp. HCS.1,9
species,Azospira sp. APE16,3
species,Paenibacillus illinoisensis,13
species,Pseudomonas sp. W03,5
species,Neptunicella sp. SCSIO 80796,4
species,Anaerococcus sp. DFU013_CI05,4
species,Aureimonas phyllosphaerae,4
species,Agrilactobacillus fermenti,5
species,Pseudomonas sp. NFX183,5
species,Leeuwenhoekiella sp. A2,2
species,Allohahella sp. A8,3
species,Leeuwenhoekiella sp. A16,2
species,Sphingomonas sp. VDB2,3
species,Leucobacter sp. HNU,3
species,Phnomibacter sp. MR,2
species,Pseudomonas sp. App30,8
species,Pantoea sp. App145,7
species,Agrobacterium rosae,4
species,Proteus cibi,8
species,Salicola sp. KBTZ08,3
species,Pseudomonas sp. OHS18,4
species,Sphingomonas sp. GlSt437,1
species,Nocardia testacea,2
species,Limnohabitans sp. DCL3,3
species,Limnohabitans sp. yimb22184,2
species,Mycoplasma sp. 654,3
species,Mycoplasma aquilae,3
species,Mycoplasma sp. VS42A,3
species,Mycoplasma sp. 005V,3
species,Mycoplasma sp. Z331B,3
species,Egbenema sp. FJBBOT/2019,3
species,Sulfurimonas sp. ST-25,3
species,Pseudomonas sp. NFX71,6
species,Sulfurovum sp. ST-21,3
species,Roseateles sp. So40a,4
species,Fictibacillus sp. JL2B1089,8
species,Candidatus Pseudothioglobus sp. Uisw_086,1
species,Candidatus Pseudothioglobus sp. Uisw_050_01,1
species,Candidatus Pseudothioglobus sp. Uisw_041,1
species,Candidatus Pseudothioglobus sp. Uisw_016,1
species,Nocardioides sp. T5,2
species,Anaerobutyricum soehngenii,8
species,Micromonospora echinospora,3
species,Niveibacterium terrae,5
species,Bacillus sp. CSS-39,9
species,Paracoccus sp. TD-10,3
species,Opacimonas sp. LMIT016,3
species,Flavobacterium sp. RS13.1,5
species,Paenibacillus sp. JJ1722,13
species,Arthrobacter sp. N1,4
species,Staphylococcus sp. HKU1,6
species,Chryseobacterium sp. PTM-20240506,5
species,Marinobacter sp. MA,3
species,Agrobacterium sp. El2ro-1b,4
species,Thermithiobacillus tepidarius,2
species,Variovorax sp. NFACC29,2
species,Variovorax sp. NFACC28,2
species,Variovorax sp. NFACC27,2
species,Variovorax sp. NFACC26,2
species,Variovorax sp. KK3,2
species,Variovorax sp. 375MFSha3.1,2
species,Variovorax sp. 350MFTsu5.1,2
species,Variovorax sp. 278MFTsu5.1,2
species,Variovorax sp. 160MFSha2.1,2
species,Oceanimonas smirnovii,8
species,Bacteroides difficilis,5
species,Sphingobacterium detergens,7
species,Isoptericola jiangsuensis,3
species,Shewanella basaltis,8
species,Piscinibacter sakaiensis,1
species,Aliarcobacter vitoriensis,5
species,Gluconobacter cerinus,5
species,Mycolicibacterium sp. SCSIO 43805,2
species,Thauera butanivorans,4
species,Pseudoalteromonas sp. US3C1004,8
species,Pseudoalteromonas sp. US3C1013,8
species,Phosphitispora sp. TUW77,4
species,Glutamicibacter endophyticus,5
species,Streptomyces tritici,6
species,Pseudomonas thivervalensis,5
species,Serratia sp. NFX21,7
species,Alteromonas sp. OM2203,5
species,Photobacterium leiognathi,19.67
species,Acinetobacter sp. A2,7
species,Maribacter sp. X9,2
species,Wolbachia endosymbiont of Rhagoletis indifferens,1
species,Wolbachia endosymbiont of Rhagoletis cingulata,1
species,Legionella sp. D16C41,3
species,Cytobacillus praedii,13
species,Caulobacter sp. ErkDOM-YI,2
species,Caulobacter sp. ErkDOM-C,2
species,Caulobacter sp. ErkDOM-E,2
species,Streptomyces sp. 2-1,6
species,Promicromonospora sp. NFX87,3
species,Mucilaginibacter sp. NFX135,2
species,Mesorhizobium muleiense,2
species,Pseudomonas sp. NFX224,6
species,Burkholderia theae,6
species,Desulfosarcina variabilis,2
species,Anabaena sp. FACHB-709,4
species,Paraclostridium dentum,16
species,Anabaena sp. FACHB-595,4
species,Staphylococcus sp. Ze2,7
species,Staphylococcus sp. Ze3,7
species,Staphylococcus sp. LKG3-1,6
species,Pseudomonas sp. COR18,6
species,Enterobacter intestinihominis,8
species,Sphingomonas sp. HT-1,2
species,Chryseobacterium sp. SW-1,4
species,Streptomyces boninensis,5
species,Acinetobacter gandensis,7
species,Psychrobacillus sp. BM2,11
species,Paenibacillus sp. B-A-8,10
species,Peribacillus sp. B-H-3,12
species,Neobacillus niacini,17
species,Psychrobacillus psychrotolerans,11
species,Candidatus Pristimantibacillus sp. PTI5,11
species,Oceanobacillus kimchii,6
species,Streptomyces sp. cg28,7
species,Arenibacterium sp. LLYu02,6
species,Acinetobacter sp. LF10,6
species,Streptomyces sp. JL4002,7
species,Streptomyces sp. JL3001,6
species,Bacteroides pyogenes,5
species,Haloarcula sp. KBTZ06,3
species,Paenarthrobacter sp. TA1.8,6
species,Luteococcus sp. OSA5,3
species,Pseudomonas sp. ABY48,1
species,Telmatobacter bradus,2
species,Psychrobacter sp. ER1,5
species,Pigmentiphaga litoralis,3
species,Streptomyces sp. YS-B37,6
species,Curtobacterium sp. G77,4
species,Curtobacterium sp. L1-20,3
species,Curtobacterium sp. L3-7,3
species,Paucilactobacillus oligofermentans,5
species,Candidatus Doolittlea endobia,1
species,Candidatus Hoaglandella endobia,1
species,Candidatus Gullanella endobia,1
species,Candidatus Mikella endobia,1
species,Candidatus Promineifilum breve,1
species,Herbinix luporum,4
species,Halomonas sp. R57-5,6
species,Devriesea agamarum,2
species,Alloactinosynnema sp. L-07,3
species,Pseudomonas cerasi,5
species,Cuniculiplasma divulgatum,1
species,Neisseria weaveri,4
species,Cyanobium sp. NIES-981,3
species,Orrella dioscoreae,2
species,secondary endosymbiont of Trabutina mannipara,1
species,Brucella sp. 10RB9215,3
species,Proteiniphilum saccharofermentans,2
species,Brucella inopinata,3
species,Polynucleobacter necessarius,1
species,Methanobacterium congolense,3
species,Petrimonas mucosa,2
species,Dickeya aquatica,7
species,Akkermansia glycaniphila,3
species,Desulfovibrio piger,7
species,Murdochiella vaginalis,2
species,Olsenella timonensis,2
species,Ezakiella massiliensis,2
species,Actinomyces pacaensis,3
species,Ndongobacter massiliensis,3
species,Anaerococcus mediterraneensis,3
species,Herminiimonas arsenitoxidans,2
species,Candidatus Erwinia haradaeae,1
species,Erythrobacter sp. Alg231-14,1
species,Anderseniella sp. Alg231-50,1
species,Sphingorhabdus sp. Alg231-15,1
species,Vaginimicrobium propionicum,2
species,Mesotoga infera,2
species,Sodalis endosymbiont of Henestaris halophilus,1
species,Psychrobacter sp. DAB_AL43B,4
species,Phoenicibacter congonensis,2
species,Nitrospira japonica,1
species,Bradyrhizobium sp. ORS 285,2
species,Levilactobacillus zymae,5.5
species,Brevefilum fermentans,1
species,Pasteurella dagmatis,6
species,Legionella spiritensis,3
species,Staphylococcus piscifermentans,6
species,Haemophilus pittmaniae,6
species,Serratia ficaria,7
species,Megamonas hypermegale,5
species,Dermatophilus congolensis,3
species,Mycolicibacterium thermoresistibile,2
species,Mammaliicoccus stepanovicii,6
species,Streptococcus merionis,4
species,Legionella waltersii,3
species,Sphingobacterium mizutaii,4
species,Clostridium cochlearium,7
species,Streptococcus acidominimus,5
species,Veillonella rodentium,4
species,Neisseria zoodegmatis,4
species,Legionella lansingensis,4
species,Tenacibaculum jejuense,3
species,Thermococcus henrietii,1
species,Pseudodesulfovibrio profundus,3
species,Hartmannibacter diazotrophicus,2
species,Vibrio tapetis,6
species,Chlamydia serpentis,1
species,Chlamydia poikilotherma,1
species,Candidatus Nitrosocaldus cavascurensis,1
species,Micropruina glycogenica,1
species,Mycobacterium basiliense,1
species,Massilistercora timonensis,4
species,Enterobacter cloacae complex sp.,8
species,Bradyrhizobium vignae,1
species,Arsenophonus endosymbiont of Aleurodicus dispersus,1
species,Dialister massiliensis,5
species,Tessaracoccus timonensis,1
species,Moritella yayanosii,16
species,Candidatus Bipolaricaulis anaerobius,1
species,Streptococcus ferus,5
species,Pseudomonas taetrolens,7
species,Streptococcus porcinus,5.75
species,Corynebacterium renale,4
species,Pseudomonas mucidolens,5
species,Streptococcus australis,4
species,Metamycoplasma alkalescens,2
species,Porphyromonas crevioricanis,4
species,Shewanella benthica,11
species,Rhodococcus coprophilus,4
species,Leminorella richardii,7
species,Lederbergia lenta,9
species,Lentilitoribacter sp. Alg239-R112,1
species,Vibrio paracholerae,7
species,Petrocella atlantisensis,5
species,Pedobacter schmidteae,4
species,Mycolicibacterium hassiacum,2
species,Maliibacterium massiliense,3
species,Alistipes megaguti,3
species,Serratia odorifera,7
species,Avibacterium volantium,6
species,Actinobacillus lignieresii,6
species,Legionella cherrii,3
species,Cedecea lapagei,7
species,Streptococcus viridans,4
species,Streptococcus vestibularis,6
species,Streptococcus milleri,4
species,Chryseobacterium gleum,6
species,Staphylococcus schweitzeri,6
species,Neisseria canis,4
species,Streptococcus urinalis,6
species,Streptococcus pseudoporcinus,6
species,Moraxella cuniculi,4
species,Actinomyces howellii,3
species,Mycolicibacterium aurum,2
species,Actinomyces slackii,3
species,Veillonella dispar,4
species,Legionella jordanis,4
species,Segatella oris,5
species,Corynebacterium segmentosum,4
species,Neisseria animaloris,4
species,Legionella adelaidensis,3
species,Kaistella antarctica,3
species,Propionibacterium australiense,2
species,Kurthia zopfii,9
species,Trueperella bialowiezensis,2
species,Actinomyces viscosus,3
species,Listeria grayi,6
species,Kaistella jeonii,2
species,Porphyromonas cangingivalis,5
species,Helicobacter pullorum,2
species,Actinobacillus delphinicola,6
species,Helicobacter cholecystus,2
species,Aedoeadaptatus ivorii,3
species,Bartonella elizabethae,2
species,Alteromonas sp. 76-1,5
species,Tessaracoccus lapidicaptus,2
species,Mesomycoplasma neurolyticum,1
species,Mycoplasmopsis glycophila,3
species,Mycoplasmopsis gallopavonis,3
species,Mycoplasmopsis maculosa,1
species,Mycoplasmopsis columboralis,3
species,Mycoplasmopsis columbina,2
species,Mycoplasmopsis meleagridis,2
species,Mycoplasmopsis columbinasalis,2
species,Acholeplasma hippikon,3
species,Pseudomonas marincola,5
species,Chryseobacterium taihuense,5
species,Paraprevotella xylaniphila,7
species,Ruthenibacterium lactatiformans,2
species,Candidatus Nitrosocosmicus franklandus,2
species,Brevundimonas vancanneytii,2
species,Sphingobacterium daejeonense,4
species,Hathewaya histolytica,10
species,Gemmata massiliana,3
species,Tuwongella immobilis,4
species,Variovorax sp. PBL-H6,2
species,Variovorax sp. SRS16,2
species,Variovorax sp. RA8,2
