#NAME,Y.A.0H,Y.B.0H,Y.C.0H,Y.D.0H,Y.E.0H,Y.CN.A.24H,Y.CN.B.24H,Y.CN.C.24H,Y.CN.D.24H,Y.CN.E.24H,OFP.A.24H,OFP.B.24H,OFP.C.24H,OFP.D.24H,OFP.E.24H,IQ.A.24H,IQ.B.24H,IQ.C.24H,IQ.D.24H,IQ.E.24H,PM.A.24H,PM.B.24H,PM.C.24H,PM.D.24H,PM.E.24H,EM.A.24H,EM.B.24H,EM.C.24H,EM.D.24H,EM.E.24H
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium,0.00039142253251171934,0.0,4.2301525286817394e-05,0.03434765596780164,0.004205353679232748,0.010692773224275564,0.0025434862606072417,0.005445899158592294,0.03662542935393279,0.014193277777458779,0.00017842766234530546,0.0,5.8055195495078864e-05,0.01020653256733405,0.0018466995055387574,0.00024160908087413825,0.0,0.0005116094871129027,0.007302801738913058,0.00043045163844000897,6.768212217013133e-05,0.0,0.0,0.0078356625929797,0.0004228450988761559,0.0,0.0,0.00010033737207080307,0.003073726175005886,0.0002003286114098521
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001301671167240322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Mitsuokella,0.004705874930332867,0.0014121706812854275,0.0,0.0,0.004362926344657229,0.0007268816864363249,0.012287552937405678,0.0,0.0,0.017840240081548563,0.0007784802022046484,0.033857803073785574,0.0,0.0,0.02266745757234891,0.0007378985890571412,0.01659635256924441,0.0,0.0,0.020027645167208792,0.03310872398654068,0.24510664289310613,0.0,0.0,0.053065282121377004,0.0025804156312443944,0.012575056563058374,0.0,0.0,0.01270262864669801
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__unclassified,0.0,0.0015429272258488931,0.0,0.0,0.0,0.0,0.001748279479489607,0.0,0.0,0.0,0.0,0.0022905443130377106,0.0,0.0,0.0,0.0,0.00852174046344721,0.0,0.0,0.0,0.0,0.0011709143441441716,0.0,0.0,0.0,0.0,0.0007030358627026307,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Allisonella,0.00010515327007084659,0.0,0.0,0.00031486479569336074,9.371136384210458e-05,0.0,0.002995796574632218,0.0,0.0009800307546483954,0.0019001937252267113,0.0,0.00038202980819598554,0.0,0.00015222061231915887,0.0007994370153847435,0.0,5.830118305460338e-05,0.0,3.42294229113832e-05,0.000682727937177577,0.0003796482674920326,0.004225582781170943,0.0,0.00024634398628155675,0.005650822492454343,0.0,0.0018671078706884105,0.0,0.0002615937170217775,0.0006619497959223031
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister,0.08872244070265638,0.04498406942093339,0.0002679096601498435,0.0,0.08726593372159017,0.0030745509412577047,0.0023445543743027646,0.002639516583830248,0.0,0.003366266268613166,0.0021807825397759553,0.0028033593796265416,0.0013352694963868139,2.4214786636616965e-05,0.011854052064124977,0.0020134090072844854,0.0024716203544168556,0.0028371071558079145,0.0,0.012689714301211465,0.0025313113691629117,0.006774796159672407,0.002202214392327962,0.0,0.008130158037482451,0.003731347451250586,0.0014745447654669777,0.001043508669536352,4.917961880009417e-05,0.004924745030492198
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera,0.002376493947392582,0.00706064793185711,0.0,0.0,0.003786635584046064,0.002475579663585989,0.041490206485954806,0.0,0.0,0.008631577793718016,0.002853426504966591,0.04250338108366345,0.0,0.0,0.026173655733917972,0.0036960436776579484,0.20489656555767632,0.0,0.0,0.012607029744728703,0.025054409316227898,0.04292691320979454,0.0,5.598234765167684e-05,0.010853094608267368,0.0009201452048151954,0.003356160997568386,0.0,6.620333300012677e-05,0.00433907736389334
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella,0.0,0.0,0.0,0.0,4.844877510636807e-05,0.0,0.0,5.688613327220363e-05,0.0,0.0001889231069119634,0.0,0.0,0.0,0.0,0.000197860661307724,0.0,5.651570932355615e-05,2.9068720858687653e-05,0.0,4.30451638440009e-05,5.076159162759849e-05,6.136590724340949e-05,0.0,0.0,0.0,0.0,0.00017101678980931446,0.0,0.0,0.0001669405095082101
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__unclassified,0.00014721457809918523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__unclassified;g__unclassified,0.0,0.0001017636672799535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__unclassified;o__unclassified;f__unclassified;g__unclassified,0.002174569625065107,0.002097858000976241,0.000846030505736348,0.002532212656920606,0.0004844877510636807,0.0,0.0,0.0,0.0,0.0,0.0,0.00025485085269332197,0.0,0.0,0.0,0.0,0.00015070855819614972,0.0,0.0,0.0,0.0,0.0,0.0,0.00012129508657863315,0.0,0.00012691657997450972,0.0,0.0,0.00012294904700023543,0.0002504107642623152
k__Bacteria;p__Firmicutes;c__unidentified_Firmicutes;o__Oscillospirales;f__Ruminococcaceae;g__unclassified,0.0006523708875195322,0.0,0.0021855788064855655,0.003707882819062316,0.0011627706025528336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030268483295771203,0.0,0.0,0.00015070855819614972,0.0,0.00029494352741975195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018442357050035314,0.0
k__Bacteria;p__Firmicutes;c__unidentified_Firmicutes;o__Oscillospirales;f__Ruminococcaceae;g__unidentified_Ruminococcaceae,0.013917245600416687,0.004495410002091945,0.015228549103254264,0.007415765638124631,0.01899191984169628,0.0008330064126560284,0.00014209420450319785,0.0007584817769627151,0.0010857340717569009,0.0030227697105914145,0.0020816560606952304,0.00025485085269332197,0.0003483311729704732,0.00024214786636616963,0.0011431949320001831,0.0004026818014568971,0.0,0.0009301990674780049,0.0004129209383876527,0.0009469936045680197,0.00013536424434026266,0.0,0.0002609258758682419,0.00036388525973589944,0.0,0.0014595406697068619,0.0,0.0005016868603540153,0.0009221178525017658,0.0002504107642623152
k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011274111755425868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38702275315595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__1174-901-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83889459291449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.784820071380628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.562931555967472e-05,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.837080752035319e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__unclassified,6.56308739959288e-05,0.0,5.674248864764239e-05,9.098205867061678e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.988993121960775e-05,0.0,0.0,3.654142852608194e-05,0.0,0.0,0.0,0.0,3.560686447723364e-05,0.0,2.7236266466853653e-05,0.0,0.0,6.101362503955391e-05,0.0,0.0,0.0,2.0188606050463395e-05,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella,0.0,0.0,0.0022393664602190565,8.246458934826115e-05,0.0,0.0,6.478459171878322e-05,0.0007492601140209191,0.0001320041424628451,0.0,0.0,0.0,0.0005293786823259471,1.8400293796821398e-05,0.0,0.0,0.0,0.0007245091521010296,1.7929697715486437e-05,0.0,0.0,0.0,0.00048378353884385273,0.0,0.0,3.8576468077358575e-05,0.0,0.00032785007591523794,2.8027898252333305e-05,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,0.0,0.0,0.0,0.00019652865322359513,5.890428584360859e-05,6.905275595380174e-05,0.0,0.0,0.0005081776864116745,0.0002923374961887248,0.0,0.0,0.0,0.0006301700619024442,0.00036084011180739935,0.0,0.0,0.0,0.0002793914635317539,0.00031400727424195184,0.0,3.73045028835316e-05,0.0,0.0002767970866974808,0.00040894110142761686,4.822058509669822e-05,0.00010396157435216682,0.0,0.000239155150362953,0.00015222538860931012
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__unclassified;g__unclassified,0.0,0.0004086736365538132,0.0,0.0,0.0,0.0,0.00015070597447308862,0.0,0.0,0.0,0.0,7.722753111918848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013460849391235878,0.00016122794998857926,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Rheinheimera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.660996527066284e-05,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella,0.00011004907009438802,0.0,0.0008848497192249252,0.003551541754211954,5.8844666121094815e-05,0.4604069672011622,0.07086013619304209,0.1879315172069561,0.2111100743032851,0.0028091621344289,0.23047909690712756,0.050273715779279804,0.018768045993044723,0.09395484268367521,0.0001780122908751453,0.24866008812636933,0.022087651039273765,0.019641981827186107,0.054403348620420636,0.0001568447265570883,0.25393126564801904,0.029979026210680472,0.02668416042280077,0.2448368331617086,0.0,0.23474428972208405,0.07193013876370175,0.004234887060073368,0.16119018277267705,8.448406351630066e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__unclassified,0.0,0.00012133360329532915,7.135884832459075e-05,0.0,0.0,0.0,0.009506504977390058,0.0025948060790829722,0.000454220731774142,0.0030455767695045993,0.0,0.0015734718637948016,0.000223289213442611,4.901778671379952e-05,0.0,0.0,0.001357597335977462,0.0001294558418807952,5.970516749387691e-05,0.0,0.00012330751002655505,0.0027991466461906077,0.0005387538327643861,0.00020870612063125137,0.0,0.0,0.009047042051990722,7.108923122425317e-05,0.00012444235526339617,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__unclassified,0.0,7.619338986596516e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2943092261061465e-05,0.0,0.0,0.0,0.0,0.0,2.576524140253325e-05,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio,0.02388920059535811,0.0,0.0,0.0,0.057598672347885016,0.0009411890636503178,2.0299172071885406e-05,0.0,0.0,0.0008440201139963042,0.0010337475675561347,0.0,0.0,0.0,0.009396811089408099,0.001366241826371615,0.0,0.0,0.0,0.013528480065257423,0.00101523183255197,0.0,0.0,0.0,0.004283365936667553,0.0015229989596941167,0.0,0.0,0.0,0.005687901645386874
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__unclassified;g__unclassified,0.0,0.0,0.0,0.0,0.0,0.0,2.388137890810048e-05,0.0,3.649526291619834e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.38388068451174e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013739862320870066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira,0.00021745696250651073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sphaerochaeta,0.0,0.019843499191795507,0.0,0.0,0.0,0.0,0.0005033309696298562,0.0,0.0,0.0,0.0,0.00013888329847047521,0.0,0.0,0.0,5.48612808524383e-05,0.0006159750334992496,0.0,0.0,0.0,0.0,0.00022294607536206898,0.0,0.0,0.0,0.0,0.00016568384117160347,0.0,0.0,0.0
k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus,0.0007176079762714854,0.000299694000139463,0.0,0.0,0.0,0.0002120379959488072,0.0009378217497211059,7.58481776962715e-05,0.0,0.0,7.93011832645802e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter,0.0,0.0,0.0,0.0,0.0,6.490959059657364e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__vadinBE97;g__unclassified,0.0,0.0009490310004416328,0.0,0.0,0.0,0.0,4.7364734834399285e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.091060482893965e-05,0.0,0.0,0.0,0.0,3.800373106873654e-05,0.0,0.0,0.0
k__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__vadinBE97;g__unidentified_vadinBE97,0.0,0.0,0.0,3.0145388772864352e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.073726175005886e-05,0.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__unclassified,0.0,0.0004495410002091945,0.0007050254214469566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__unclassified,0.00017679427846057784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,0.00010872848125325537,0.002597348001208679,0.0,0.007409931046749238,0.0,0.0,0.0006157415528471907,0.0,0.00016344383875910334,0.0,0.0,4.247514211555366e-05,0.0,9.764026869603613e-05,0.0,0.0,0.0,0.0,0.0001332003027056944,0.0,0.0,0.0,0.0,3.912744728343005e-05,0.0,0.0,5.0671641424982054e-05,0.0,9.915245725825437e-05,0.0
k__Bacteria;p__unclassified;c__unclassified;o__unclassified;f__unclassified;g__unclassified,0.0,0.000299694000139463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
